time	SF_x	SF_y	SF_z	MV_x	MV_y	MV_z	MP_x	MP_y	MP_z
2108	-3.126793	5.340265	15.899803	-8.235	0.536	3.134	-0.779235	-0.095342	0.134701
2109	-3.159468	5.358165	16.042223	-7.153	0.465	1.166	-0.786388	-0.094877	0.135867
2110	-3.196371	5.422491	16.230973	-9.372	0.61	-0.671	-0.79576	-0.094267	0.135196
2111	-3.235813	5.494343	16.433949	-10.073	0.655	-0.861	-0.805833	-0.093612	0.134335
2112	-3.278819	5.599238	16.653932	-10.922	0.711	-2.208	-0.816755	-0.092901	0.132127
2113	-3.29848	5.6496	16.764743	-5.468	0.355	-1.084	-0.822223	-0.092546	0.131043
2114	-3.316713	5.668239	16.858066	-4.633	0.302	0.294	-0.826856	-0.092244	0.131337
2115	-3.333389	5.679868	16.937052	-3.942	0.256	0.502	-0.830798	-0.091988	0.131839
2116	-3.343741	5.68693	16.990015	-2.63	0.171	0.335	-0.833428	-0.091817	0.132174
2117	-3.362945	5.70637	17.083127	-4.64	0.302	0.298	-0.838068	-0.091515	0.132472
2118	-3.38151	5.737353	17.178082	-4.714	0.307	-0.272	-0.842782	-0.091208	0.1322
2119	-3.418207	5.8348	17.373026	-9.655	0.628	-2.234	-0.852437	-0.09058	0.129966
2120	-3.47056	5.996009	17.640914	-13.3	0.865	-4.283	-0.865737	-0.089715	0.125683
2121	-3.504442	6.1003	17.839264	-9.765	0.636	-2.671	-0.875502	-0.089079	0.123012
2122	-3.537693	6.204404	18.009644	-8.458	0.55	-2.802	-0.88396	-0.088529	0.12021
2123	-3.562233	6.277739	18.151607	-6.994	0.455	-1.836	-0.890954	-0.088074	0.118374
2124	-3.575979	6.315523	18.222107	-3.499	0.228	-0.908	-0.894453	-0.087846	0.117466
2125	-3.586018	6.344777	18.278887	-2.801	0.182	-0.721	-0.897254	-0.087664	0.116745
2126	-3.585503	6.375003	18.336064	-2.838	-0.371	-0.716	-0.900092	-0.088035	0.116029
2127	-3.587681	6.381852	18.350425	-0.701	0.046	-0.179	-0.900793	-0.087989	0.11585
2128	-3.587681	6.381852	18.350425	0	0	0	-0.900793	-0.087989	0.11585
2129	-3.587681	6.381852	18.350425	0	0	0	-0.900793	-0.087989	0.11585
2130	-3.587681	6.381852	18.350425	0	0	0	-0.900793	-0.087989	0.11585
2131	-3.590482	6.377709	18.362828	-0.622	0.041	0.371	-0.901415	-0.087948	0.116221
2132	-3.590482	6.377709	18.362828	0	0	0	-0.901415	-0.087948	0.116221
2133	-3.587681	6.381852	18.350425	0.622	-0.041	-0.371	-0.900793	-0.087989	0.11585
2134	-3.563184	6.326213	18.225007	6.225	-0.407	1.064	-0.894568	-0.088396	0.116914
2135	-3.51078	6.176761	17.942236	13.989	-0.916	3.668	-0.880579	-0.089312	0.120582
2136	-3.422895	5.929119	17.492652	22.318	-1.461	6.105	-0.858261	-0.090773	0.126687
2137	-3.319617	5.611534	16.915772	28.475	-1.865	8.249	-0.829786	-0.092638	0.134936
2138	-3.213991	5.331223	16.376979	26.752	-1.751	6.519	-0.803034	-0.094389	0.141455
2139	-3.103769	5.047501	15.772514	29.871	-1.956	6.218	-0.773163	-0.096345	0.147673
2140	-3.010673	4.839997	15.298901	23.52	-1.54	3.867	-0.749643	-0.097885	0.15154
2141	-2.94221	4.727246	14.938444	17.859	-1.169	0.899	-0.731784	-0.099054	0.152439
2142	-2.851099	4.594619	14.475309	23.001	-1.506	0.431	-0.708783	-0.10056	0.15287
2143	-2.750699	4.358087	13.95197	25.946	-1.699	4.729	-0.682837	-0.102259	0.157599
2144	-2.645595	4.10551	13.418199	26.511	-1.736	5.242	-0.656326	-0.103995	0.162841
2145	-2.532879	3.909124	12.890637	26.115	-2.376	2.867	-0.630211	-0.106371	0.165708
2146	-2.394483	3.567106	12.190751	34.765	-2.291	7.378	-0.595446	-0.108662	0.173086
2147	-2.25806	3.245649	11.519106	33.176	-2.881	7.237	-0.56227	-0.111543	0.180323
2148	-2.139323	2.986637	10.922817	29.628	-1.964	4.718	-0.532642	-0.113507	0.185041
2149	-1.996878	2.577588	10.216462	34.87	-3.033	11.041	-0.497772	-0.11654	0.196082
2150	-1.883014	2.25002	9.64959	28.18	-1.88	8.327	-0.469592	-0.11842	0.204409
2151	-1.777988	1.899333	9.041726	29.922	-1.997	9.656	-0.43967	-0.120417	0.214065
2152	-1.672209	1.478524	8.441516	29.857	-1.234	12.289	-0.409813	-0.121651	0.226354
2153	-1.574933	1.102746	7.839875	29.497	-1.955	11.216	-0.380316	-0.123606	0.23757
2154	-1.475183	0.654276	7.274438	28.158	-1.086	13.976	-0.352158	-0.124692	0.251546
2155	-1.418154	0.338843	6.779814	24.133	-0.798	9.811	-0.328025	-0.12549	0.261357
2156	-1.328383	0.039846	6.349603	21.456	-1.405	8.544	-0.306569	-0.126895	0.269901
2157	-1.269925	-0.197847	5.962947	18.88	-1.236	7.188	-0.287689	-0.128131	0.277089
2158	-1.2394	-0.354091	5.658186	15.22	0.632	3.356	-0.272469	-0.127499	0.280445
2159	-1.217183	-0.45816	5.4111	12.097	0.038	2.239	-0.260372	-0.127461	0.282684
2160	-1.171138	-0.515988	5.195399	10.782	-0.693	-0.161	-0.24959	-0.128154	0.282523
2161	-1.126669	-0.512889	4.967555	11.311	-0.727	-3.038	-0.238279	-0.128881	0.279485
2162	-1.046518	-0.465334	4.756769	10.539	-2.342	-5.121	-0.22774	-0.131223	0.274364
2163	-0.932529	-0.453844	4.476982	14.017	-3.428	-4.417	-0.213723	-0.134651	0.269947
2164	-0.795873	-0.550938	4.173361	15.179	-4.387	0.515	-0.198544	-0.139038	0.270462
2165	-0.651081	-0.733173	3.77066	19.878	-4.765	3.813	-0.178666	-0.143803	0.274275
2166	-0.485724	-0.091208	3.257246	25.702	-4.382	6.365	-0.152964	-0.148185	0.28064
2167	0.50264	-1.320599	2.829916	26.554	-5.384	2.192	-0.12641	-0.153569	0.282832
2168	0.40025	-0.81746	2.114519	34.51	-6.061	14.48	-0.0919	-0.15963	0.297312
2169	0.120288	-0.763437	1.540614	28.129	6.928	1.59	-0.063771	-0.152702	0.298902
2170	0.050725	-0.411815	1.143342	19.049	3.211	-5.961	-0.044722	-0.149491	0.292941
2171	-0.113394	-0.59355	0.953552	7.358	-0.5	-1.419	-0.037364	-0.149991	0.291522
2172	-0.094244	-0.538342	0.88505	3.41	-0.232	1.775	-0.033954	-0.150223	0.293297
2173	-0.0007	-0.259827	0.888937	1.686	-0.114	-1.371	-0.032268	-0.150337	0.291926
2174	0.021215	-0.162384	0.796243	4.418	-1.216	-4.573	-0.02785	-0.151553	0.287353
2175	0.023629	-0.103379	0.725783	3.358	-0.23	-2.76	-0.024492	-0.151783	0.284593
2176	0.04492	-0.063246	0.656563	3.299	-1.144	-1.86	-0.021193	-0.152927	0.282733
2177	0.068844	-0.031417	0.528262	6.113	-1.341	-1.45	-0.01508	-0.154268	0.281283
2178	0.075829	-0.071929	0.280301	11.819	-0.818	2.125	-0.003261	-0.155086	0.283408
2179	0.083952	-0.134891	0.056317	10.669	-0.738	3.083	0.007408	-0.155824	0.286491
2180	0.035759	-0.052466	0.165862	10.622	-0.735	2.189	0.01803	-0.156559	0.28868
2181	0	0	0	10.963	-3.577	4.53	0.028993	-0.160136	0.29321
2182	0	0	0	14.176	-4.781	8.295	0.043169	-0.164917	0.301505
2183	0	0	0	12.561	-2.807	8.873	0.05573	-0.167724	0.310378
2184	0	0	0	11.376	-2.741	8.968	0.067106	-0.170465	0.319346
2185	0	0	0	15.733	-2.123	9.087	0.082839	-0.172588	0.328433
2186	0	0	0	15.182	-1.125	5.85	0.098021	-0.173713	0.334283
2187	0	0	0	15.672	-1.162	2.555	0.113693	-0.174875	0.336838
2188	0	0	0	17.215	-1.277	1.147	0.130908	-0.176152	0.337985
2189	0	0	0	16.525	-2.214	-0.312	0.147433	-0.178366	0.337673
2190	0	0	0	13.715	-3.013	-1.824	0.161148	-0.181379	0.335849
2191	0	0	0	11.996	-3.904	-3.344	0.173144	-0.185283	0.332505
2192	0	0	0	8.78	-3.684	-4.393	0.181924	-0.188967	0.328112
2193	0	0	0	5.14	-2.412	-4.94	0.187064	-0.191379	0.323172
2194	0	0	0	2.039	-1.168	-2.978	0.189103	-0.192547	0.320194
2195	0	0	0	-0.513	0.041	-3.485	0.18859	-0.192506	0.316709
2196	0	0	0	-1.573	0.124	-1.494	0.187017	-0.192382	0.315215
2197	0	0	0	-0.525	0.042	-0.498	0.186492	-0.19234	0.314717
2198	0	0	0	-1.052	0.083	-0.001	0.18544	-0.192257	0.314716
2199	0	0	0	-2.185	-0.832	-0.001	0.183255	-0.193089	0.314715
2200	0	0	0	-3.849	-1.7	0.493	0.179406	-0.194789	0.315208
2201	0	0	0	-6.049	-2.516	0.489	0.173357	-0.197305	0.315697
2202	0	0	0	-8.628	-1.291	-0.01	0.164729	-0.198596	0.315687
2203	0	0	0	-8.045	-0.331	1.464	0.156684	-0.198927	0.317151
2204	0	0	0	-11.182	0.926	0.469	0.145502	-0.198001	0.31762
2205	0	0	0	-9.081	0.752	-0.506	0.136421	-0.197249	0.317114
2206	0	0	0	-10.801	-0.086	-0.989	0.12562	-0.197335	0.316125
2207	0	0	0	-12.534	-0.909	-3.395	0.113086	-0.198244	0.31273
2208	0	0	0	-14.299	-1.71	-4.795	0.098787	-0.199954	0.307935
2209	0	0	0	-20.292	-0.193	-7.09	0.078495	-0.200147	0.300845
2210	0	0	0	-22.572	0.992	-8.831	0.055923	-0.199155	0.292014
2211	0	0	0	-24.382	2.11	-11.894	0.031541	-0.197045	0.28012
2212	0	0	0	-25.757	2.23	-12.532	0.005784	-0.194815	0.267588
2213	-0.115867	0.169897	0.704012	-29.487	2.553	-15.782	-0.023703	-0.192262	0.251806
2214	-0.017038	0.351355	1.309264	-29.291	2.535	-15.81	-0.052994	-0.189727	0.235996
2215	0.008011	0.240343	1.561566	-12.159	1.053	-6.274	-0.065153	-0.188674	0.229722
2216	-0.19546	0.54781	1.583128	-0.52	0.045	1.359	-0.065673	-0.188629	0.231081
2217	-0.195353	0.529035	1.582467	0.031	-0.003	0.892	-0.065642	-0.188632	0.231973
2218	-0.186628	0.293377	1.624837	-2.002	-0.728	10.776	-0.067644	-0.18936	0.242749
2219	-0.235067	-0.037229	1.804914	-8.617	1.648	16.266	-0.076261	-0.187712	0.259015
2220	-0.328427	-0.278984	2.109175	-14.503	3.04	10.944	-0.090764	-0.184672	0.269959
2221	-0.427188	-0.327404	2.367729	-12.364	3.721	2.878	-0.103128	-0.180951	0.272837
2222	-0.470995	-0.245461	2.536125	-8.053	1.563	-3.343	-0.111181	-0.179388	0.269494
2223	-0.47267	-0.168825	2.659755	-5.912	-0.383	-3.367	-0.117093	-0.179771	0.266127
2224	-0.446093	-0.171899	2.722865	-3.028	-1.504	0.498	-0.120121	-0.181275	0.266625
2225	-0.421465	-0.224453	2.79747	-3.568	-1.453	2.679	-0.123689	-0.182728	0.269304
2226	-0.381139	-0.223783	2.874719	-3.699	-2.313	0.07	-0.127388	-0.185041	0.269374
2227	-0.373284	-0.176491	2.937724	-3.013	-0.613	-2.105	-0.130401	-0.185654	0.267269
2228	-0.392402	-0.09394	3.060205	-5.868	0.516	-3.328	-0.136269	-0.185138	0.263941
2229	-0.425238	0.001849	3.256516	-9.39	0.824	-4.083	-0.145659	-0.184314	0.259858
2230	-0.482525	0.280044	3.628043	-17.797	1.563	-11.49	-0.163456	-0.182751	0.248368
2231	-0.555172	0.583652	4.065875	-20.945	1.839	-13.287	-0.184401	-0.180912	0.235081
2232	-0.652388	0.777509	4.474229	-19.566	3.409	-7.208	-0.203967	-0.177503	0.227873
2233	-0.720591	0.826908	4.783117	-14.779	2.125	-1.463	-0.218746	-0.175378	0.22641
2234	-0.831023	0.819643	5.037214	-12.145	4.388	0.94	-0.230891	-0.17099	0.22735
2235	-0.910388	0.770608	5.204685	-8.012	3.172	2.813	-0.238903	-0.167818	0.230163
2236	-0.982902	0.670359	5.435337	-11.01	2.573	4.952	-0.249913	-0.165245	0.235115
2237	-1.016909	0.700077	5.64853	-10.198	0.845	-0.826	-0.260111	-0.1644	0.234289
2238	-1.053049	0.738954	5.875041	-10.838	0.898	-1.192	-0.270949	-0.163502	0.233097
2239	-1.09092	0.71788	6.112457	-11.357	0.941	1.662	-0.282306	-0.162561	0.234759
2240	-1.142378	0.710935	6.426895	-15.035	1.245	0.992	-0.297341	-0.161316	0.235751
2241	-1.188906	0.74116	6.718207	-13.935	1.155	-0.641	-0.311276	-0.160161	0.23511
2242	-1.227743	0.752901	6.959073	-11.522	0.954	0.065	-0.322798	-0.159207	0.235175
2243	-1.253944	0.73101	7.123065	-7.845	0.65	1.491	-0.330643	-0.158557	0.236666
2244	-1.279672	0.627998	7.272248	-7.124	0.59	4.969	-0.337767	-0.157967	0.241635
2245	-1.299595	0.548627	7.39674	-5.955	0.493	4.114	-0.343722	-0.157474	0.245749
2246	-1.325937	0.461745	7.547398	-7.192	0.596	4.129	-0.350914	-0.156878	0.249878
2247	-1.358461	0.417644	7.750258	-9.703	0.804	2.634	-0.360617	-0.156074	0.252512
2248	-1.417974	0.462855	8.019046	-12.854	1.839	-1.507	-0.373471	-0.154235	0.251005
2249	-1.473955	0.574348	8.36908	-16.743	1.38	-4.391	-0.390214	-0.152855	0.246614
2250	-1.546034	0.834888	8.841188	-22.609	1.864	-10.46	-0.412823	-0.150991	0.236154
2251	-1.622303	1.122463	9.319237	-22.868	1.885	-12.401	-0.435691	-0.149106	0.223753
2252	-1.710843	1.401645	9.810715	-23.55	2.68	-10.933	-0.459241	-0.146426	0.21282
2253	-1.781365	1.654006	10.255435	-21.275	1.745	-10.768	-0.480516	-0.144681	0.202052
2254	-1.837643	1.864224	10.633473	-18.116	1.486	-8.196	-0.498632	-0.143195	0.193856
2255	-1.880261	1.966931	10.90281	-12.886	1.057	-4.115	-0.511518	-0.142138	0.189741
2256	-1.923912	2.096376	11.187412	-13.629	1.117	-5.05	-0.525147	-0.141021	0.184691
2257	-1.954079	2.182495	11.378211	-9.129	0.749	-3.546	-0.534276	-0.140272	0.181145
2258	-1.972599	2.174186	11.496284	-5.651	0.463	0.783	-0.539927	-0.139809	0.181928
2259	-1.984777	2.143594	11.573311	-3.685	0.303	1.681	-0.543612	-0.139506	0.183609
2260	-1.993846	2.124806	11.625201	-2.476	0.203	0.886	-0.546088	-0.139303	0.184495
2261	-2.001872	2.094761	11.675938	-2.427	0.199	1.577	-0.548515	-0.139104	0.186072
2262	-2.015137	2.060472	11.753334	-3.696	0.303	1.667	-0.552211	-0.138801	0.187739
2263	-2.034227	2.080727	11.873959	-5.771	0.473	-0.617	-0.557982	-0.138328	0.187122
2264	-2.061917	2.145008	12.050795	-8.463	0.694	-2.481	-0.566445	-0.137634	0.184641
2265	-2.098703	2.23503	12.283274	-11.123	0.912	-3.616	-0.577568	-0.136722	0.181025
2266	-2.143106	2.386602	12.573749	-13.911	1.141	-6.055	-0.591479	-0.135581	0.17497
2267	-2.189247	2.529094	12.865578	-13.962	1.145	-5.936	-0.605441	-0.134436	0.169034
2268	-2.222753	2.628546	13.087115	-10.613	0.871	-3.775	-0.616054	-0.133565	0.165259
2269	-2.257097	2.664332	13.30449	-10.4	0.853	-1.066	-0.626454	-0.132712	0.164193
2270	-2.287364	2.641729	13.490656	-8.902	0.73	1.476	-0.635356	-0.131982	0.165669
2271	-2.319222	2.642639	13.692219	-9.643	0.791	0.547	-0.644999	-0.131191	0.166216
2272	-2.360858	2.6663	13.950354	-12.345	1.012	-0.513	-0.657344	-0.130179	0.165703
2273	-2.392454	2.639542	14.150184	-9.561	0.784	1.856	-0.666905	-0.129395	0.167559
2274	-2.430053	2.577412	14.375262	-10.753	0.882	3.246	-0.677658	-0.128513	0.170805
2275	-2.46421	2.57099	14.591101	-10.327	0.847	0.93	-0.687985	-0.127666	0.171735
2276	-2.508444	2.627924	14.867306	-13.211	1.083	-1.995	-0.701196	-0.126583	0.16974
2277	-2.554485	2.691536	15.15817	-13.916	1.142	-2.19	-0.715112	-0.125441	0.16755
2278	-2.63532	2.844078	15.592903	-20.807	2.331	-5.82	-0.735919	-0.12311	0.16173
2279	-2.69824	3.009515	15.991626	-19.076	1.556	-6.723	-0.754995	-0.121554	0.155007
2280	-2.754916	3.167472	16.362917	-17.781	1.451	-6.047	-0.772776	-0.120103	0.14896
2281	-2.846671	3.302088	16.704101	-16.324	3.139	-5.414	-0.7891	-0.116964	0.143546
2282	-2.921681	3.406172	16.959913	-12.245	2.776	-3.954	-0.801345	-0.114188	0.139592
2283	-2.9742	3.503233	17.218472	-12.371	1.571	-3.863	-0.813716	-0.112617	0.135729
2284	-3.004438	3.58121	17.420585	-9.677	0.762	-2.942	-0.823393	-0.111855	0.132787
2285	-3.022326	3.623143	17.536321	-5.538	0.435	-1.656	-0.828931	-0.11142	0.131131
2286	-3.039868	3.666431	17.652088	-5.542	0.437	-1.637	-0.834473	-0.110983	0.129494
2287	-3.038992	3.692282	17.725503	-3.513	-0.306	-1.015	-0.837986	-0.111289	0.128479
2288	-3.061367	3.744999	17.870458	-6.94	0.549	-2.007	-0.844926	-0.11074	0.126472
2289	-3.110904	3.855483	18.190146	-15.295	1.21	-4.317	-0.860221	-0.10953	0.122155
2290	-3.159727	3.967173	18.510441	-15.334	1.213	-4.179	-0.875555	-0.108317	0.117976
2291	-3.214338	4.057845	18.786919	-13.229	1.608	-3.498	-0.888784	-0.106709	0.114478
2292	-3.236162	4.130651	19.007104	-10.541	0.273	-2.688	-0.899325	-0.106436	0.11179
2293	-3.252037	4.162933	19.109602	-4.904	0.388	-1.233	-0.904229	-0.106048	0.110557
2294	-3.254199	4.168073	19.124225	-0.701	0.055	-0.175	-0.90493	-0.105993	0.110382
2295	-3.244712	4.161103	19.138099	-0.663	-0.501	0.373	-0.905593	-0.106494	0.110755
2296	-3.2359	4.153279	19.151984	-0.665	-0.501	0.373	-0.906258	-0.106995	0.111128
2297	-3.2359	4.153279	19.151984	0	0	0	-0.906258	-0.106995	0.111128
2298	-3.2359	4.153279	19.151984	0	0	0	-0.906258	-0.106995	0.111128
2299	-3.2359	4.153279	19.151984	0	0	0	-0.906258	-0.106995	0.111128
2300	-3.2359	4.153279	19.151984	0	0	0	-0.906258	-0.106995	0.111128
2301	-3.2359	4.153279	19.151984	0	0	0	-0.906258	-0.106995	0.111128
2302	-3.2359	4.153279	19.151984	0	0	0	-0.906258	-0.106995	0.111128
2303	-3.2359	4.153279	19.151984	0	0	0	-0.906258	-0.106995	0.111128
2304	-3.229224	4.151453	19.109713	2.022	-0.162	-0.022	-0.904236	-0.107157	0.111106
2305	-3.202651	4.130942	18.939091	8.164	-0.653	0.469	-0.896072	-0.10781	0.111575
2306	-3.164442	4.099916	18.697153	11.573	-0.925	0.841	-0.884499	-0.108735	0.112416
2307	-3.106905	4.046646	18.327643	17.68	-1.413	1.436	-0.866819	-0.110148	0.113852
2308	-3.033389	4.009001	17.863499	22.2	-1.775	0.609	-0.844619	-0.111923	0.114461
2309	-2.953826	3.912145	17.352304	24.459	-1.955	3.086	-0.82016	-0.113878	0.117547
2310	-2.901956	3.889026	16.947601	19.358	-0.95	0.073	-0.800802	-0.114828	0.11762
2311	-2.826994	3.9693	16.546371	19.197	-2.132	-5.026	-0.781605	-0.11696	0.112594
2312	-2.760202	4.040405	16.141464	19.342	-1.547	-3.868	-0.762263	-0.118507	0.108726
2313	-2.700748	4.042375	15.75868	18.316	-1.464	-1.259	-0.743947	-0.119971	0.107467
2314	-2.647253	4.041347	15.346731	19.694	-0.945	-0.775	-0.724253	-0.120916	0.106692
2315	-2.584169	4.0434	14.939023	19.509	-1.552	-1.35	-0.704744	-0.122468	0.105342
2316	-2.511563	4.008931	14.485751	21.671	-1.723	0.669	-0.683073	-0.124191	0.106011
2317	-2.440724	3.908425	14.027416	21.933	-1.744	3.365	-0.66114	-0.125935	0.109376
2318	-2.329932	3.634222	13.309564	34.357	-2.733	10.72	-0.626783	-0.128668	0.120096
2319	-2.2318	3.331651	12.674688	30.38	-2.416	12.445	-0.596403	-0.131084	0.132541
2320	-2.11683	3.013825	12.007392	31.958	-3.237	12.494	-0.564445	-0.134321	0.145035
2321	-2.030749	2.737878	11.452805	26.536	-2.121	11.452	-0.537909	-0.136442	0.156487
2322	-1.948337	2.470826	10.905159	26.232	-2.097	10.467	-0.511677	-0.138539	0.166954
2323	-1.83425	2.119701	10.171267	35.115	-2.807	14.526	-0.476562	-0.141346	0.18148
2324	-1.764797	1.928538	9.611327	26.818	-1.401	6.879	-0.449744	-0.142747	0.188359
2325	-1.677464	1.846376	9.048786	26.914	-2.141	2.262	-0.42283	-0.144888	0.190621
2326	-1.622409	1.805619	8.501933	26.159	-0.551	0.542	-0.396671	-0.145439	0.191163
2327	-1.563674	1.839597	8.015429	23.277	-1.058	-3.057	-0.373394	-0.146497	0.188106
2328	-1.4912	1.878179	7.56981	21.298	-1.667	-2.577	-0.352096	-0.148164	0.185529
2329	-1.422669	1.838477	7.122497	21.403	-1.676	0.533	-0.330693	-0.14984	0.186062
2330	-1.324626	1.683899	6.493461	30.094	-2.356	5.602	-0.300599	-0.152196	0.191664
2331	-1.238312	1.478971	5.929131	27.002	-2.113	8.033	-0.273597	-0.154309	0.199697
2332	-1.132485	1.226582	5.343913	28.02	-3.021	9.878	-0.245577	-0.15733	0.209575
2333	-0.98855	0.91469	4.750786	28.378	-4.75	13.078	-0.217199	-0.16208	0.222653
2334	-0.862745	0.539893	4.137018	29.401	-4.053	15.128	-0.187798	-0.166133	0.237781
2335	-0.766682	0.260643	3.639844	23.783	-2.782	11.917	-0.164015	-0.168915	0.249698
2336	-0.64527	-0.133131	3.062622	27.652	-3.991	15.995	-0.136363	-0.172906	0.265693
2337	-0.575277	-0.218647	2.62531	20.913	-1.715	3.023	-0.11545	-0.174621	0.268716
2338	-0.496628	-0.116482	2.365392	12.431	-2.792	-5.518	-0.103019	-0.177413	0.263198
2339	-0.429249	0.007981	2.179138	8.907	-2.519	-6.372	-0.094112	-0.179932	0.256826
2340	-0.412243	0.088591	2.084724	4.5	-0.377	-3.646	-0.089612	-0.180309	0.25318
2341	-0.415834	0.197453	1.990376	4.513	0.517	-5.428	-0.085099	-0.179792	0.247752
2342	-0.391679	0.365621	1.863124	6.064	-0.505	-7.721	-0.079035	-0.180297	0.240031
2343	-0.369562	0.473883	1.723628	6.674	-0.556	-5.562	-0.072361	-0.180853	0.234469
2344	-0.321417	0.514774	1.43895	13.598	-1.132	-2.28	-0.058763	-0.181985	0.232189
2345	-0.259271	0.303041	1.041744	19.009	-1.582	8.786	-0.039754	-0.183567	0.240975
2346	-0.215427	0.050524	0.633732	19.548	-0.707	10.3	-0.020206	-0.184274	0.251275
2347	-0.10286	-0.03259	0.31241	15.366	-0.345	5.539	-0.00484	-0.184619	0.256814
2348	-0.137344	-0.050404	0.042273	12.57	2.693	-1.227	0.00773	-0.181926	0.255587
2349	-0.041037	-0.059197	0.112849	8.696	4.912	-4.373	0.016426	-0.177014	0.251214
2350	0	0	0	8.532	4.026	-6.26	0.024958	-0.172988	0.244954
2351	0	0	0	9.476	3.99	-10.066	0.034434	-0.168998	0.234888
2352	0	0	0	8.622	1.252	-10.592	0.043056	-0.167746	0.224296
2353	0	0	0	8.902	-0.653	-12.1	0.051958	-0.168399	0.212196
2354	0	0	0	9.469	-0.694	-9.862	0.061427	-0.169093	0.202334
2355	0	0	0	8.92	-0.654	-8.492	0.070347	-0.169747	0.193842
2356	0	0	0	8.272	-1.567	-8.048	0.078619	-0.171314	0.185794
2357	0	0	0	9.375	-0.691	-8.166	0.087994	-0.172005	0.177628
2358	0	0	0	7.206	-0.532	-7.137	0.0952	-0.172537	0.170491
2359	0	0	0	6.656	-0.49	-6.664	0.101856	-0.173027	0.163827
2360	0	0	0	5.095	-0.376	-5.151	0.106951	-0.173403	0.158676
2361	0	0	0	4.061	-0.3	-4.135	0.111012	-0.173703	0.154541
2362	0	0	0	3.614	0.709	-3.63	0.114626	-0.172994	0.150911
2363	0	0	0	2.019	-0.148	-2.078	0.116645	-0.173142	0.148833
2364	0	0	0	1.08	0.898	-1.04	0.117725	-0.172244	0.147793
2365	0	0	0	0.071	0.971	0	0.117796	-0.171273	0.147793
2366	0	0	0	0.07	0.972	0	0.117866	-0.170301	0.147793
2367	0	0	0	-1.074	0.077	0.075	0.116792	-0.170224	0.147868
2368	0	0	0	-1.075	0.077	0.075	0.115717	-0.170147	0.147943
2369	0	0	0	-1.712	0.124	-1.334	0.114005	-0.170023	0.146609
2370	0	0	0	-3.361	0.242	-1.699	0.110644	-0.169781	0.14491
2371	0	0	0	-4.006	0.289	-3.096	0.106638	-0.169492	0.141814
2372	0	0	0	-5.164	0.372	-3.964	0.101474	-0.16912	0.13785
2373	0	0	0	-5.684	0.41	-3.425	0.09579	-0.16871	0.134425
2374	0	0	0	-5.625	0.405	-2.452	0.090165	-0.168305	0.131973
2375	0	0	0	-5.638	0.407	-2.437	0.084527	-0.167898	0.129536
2376	0	0	0	-6.663	0.48	-1.387	0.077864	-0.167418	0.128149
2377	0	0	0	-7.185	0.518	-0.858	0.070679	-0.1669	0.127291
2378	0	0	0	-9.976	1.672	-2.041	0.060703	-0.165228	0.12525
2379	0	0	0	-11.174	0.801	-1.924	0.049529	-0.164427	0.123326
2380	0	0	0	-10.567	2.645	-2.407	0.038962	-0.161782	0.120919
2381	0	0	0	-10.673	1.695	-2.373	0.028289	-0.160087	0.118546
2382	0	0	0	-13.968	2.851	-2.052	0.014321	-0.157236	0.116494
2383	0	0	0	-12.228	1.779	0.142	0.002093	-0.155457	0.116636
2384	-0.115779	-0.00019	0.406699	-11.599	1.726	1.477	-0.009506	-0.153731	0.118113
2385	-0.160086	-0.079541	0.632623	-10.875	0.748	4.609	-0.020381	-0.152983	0.122722
2386	-0.193494	-0.204907	0.702677	-3.376	1.15	6.235	-0.023757	-0.151833	0.128957
2387	-0.204556	-0.311776	0.776535	-3.531	0.241	5.309	-0.027288	-0.151592	0.134266
2388	-0.1702	-0.20002	0.910672	-6.458	-0.472	5.061	-0.033746	-0.152064	0.139327
2389	0.089211	-0.275469	1.089942	-8.744	0.602	4.306	-0.04249	-0.151462	0.143633
2390	0.118898	-0.293145	1.329815	-11.574	0.796	4.94	-0.054064	-0.150666	0.148573
2391	0.367647	-0.729993	1.465805	-11.098	3.464	1.739	-0.065162	-0.147202	0.150312
2392	0.380565	-0.828561	1.648758	-9.394	2.428	2.937	-0.074556	-0.144774	0.153249
2393	0.27064	-0.817632	1.761755	-5.97	7.547	-1.75	-0.080526	-0.137227	0.151499
2394	0.173143	-0.733672	1.855536	-4.824	9.219	-2.705	-0.08535	-0.128008	0.148794
2395	-0.610446	-0.369666	2.083775	-3.811	6.451	-1.898	-0.089161	-0.121557	0.146896
2396	-0.606299	-0.282974	2.188369	-4.982	6.489	-1.799	-0.094143	-0.115068	0.145097
2397	0.503933	-0.942656	1.842031	-1.813	-3.447	1.45	-0.095956	-0.118515	0.146547
2398	0.561055	-0.943611	1.844599	-0.148	-2.651	0	-0.096104	-0.121166	0.146547
2399	0.443097	-0.851311	2.003434	-9.273	10.228	-7.154	-0.105377	-0.110938	0.139393
2400	0.462175	-0.755279	2.200773	-11.375	6.73	-8.239	-0.116752	-0.104208	0.131154
2401	-0.649144	-0.037845	2.948931	-15.425	11.202	-9.07	-0.132177	-0.093006	0.122084
2402	-0.514324	-0.000901	3.258591	-14.94	13.617	-9.397	-0.147117	-0.079389	0.112687
2403	0.667744	-0.267646	2.929866	-2.885	-2.478	1.559	-0.150002	-0.081867	0.114246
2404	0.732592	-0.292007	2.951566	-1.186	-2.541	0.964	-0.151188	-0.084408	0.11521
